country_code,country_name,year,indicator_code,indicator_name,value
COL,Colombia,2024,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females 15+)",95.6900024414062
BRA,Brazil,2024,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females 15+)",95.0868612669902
BOL,Bolivia,2024,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females 15+)",
ARG,Argentina,2024,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females 15+)",
VEN,"Venezuela, RB",2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
URY,Uruguay,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",123.152969360352
PER,Peru,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",100.080932617188
PRY,Paraguay,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",88.6356499895332
NIC,Nicaragua,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
MEX,Mexico,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",107.480339050293
HND,Honduras,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",62.3465596528451
GTM,Guatemala,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",50.8073127066553
SLV,El Salvador,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",66.5137094782116
ECU,Ecuador,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",96.0492095947266
DOM,Dominican Republic,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",83.4156580342242
CUB,Cuba,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",102.091444168153
CRI,Costa Rica,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",137.818099975586
COL,Colombia,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",103.599342346191
CHL,Chile,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",103.239501953125
BRA,Brazil,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",106.519920349121
BOL,Bolivia,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",88.4047972829548
ARG,Argentina,2020,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",115.878791809082
VEN,"Venezuela, RB",2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
URY,Uruguay,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",127.390487491348
PER,Peru,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",102.32568359375
PRY,Paraguay,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",91.6603622436523
NIC,Nicaragua,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
MEX,Mexico,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",103.972526550293
HND,Honduras,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",60.2124453124399
GTM,Guatemala,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",48.1472917509683
SLV,El Salvador,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",67.7409182456172
ECU,Ecuador,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",95.8818069146481
DOM,Dominican Republic,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",79.2421801882118
CUB,Cuba,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",99.8342771913984
CRI,Costa Rica,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",146.792526245117
COL,Colombia,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",105.227256774902
CHL,Chile,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",106.125999450684
BRA,Brazil,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",110.227439880371
BOL,Bolivia,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",90.1926069467688
ARG,Argentina,2021,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",119.181510925293
VEN,"Venezuela, RB",2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",100.249549865723
URY,Uruguay,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",128.742960061751
PER,Peru,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",103.652191162109
PRY,Paraguay,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",87.3263168334961
NIC,Nicaragua,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
MEX,Mexico,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",104.8212890625
HND,Honduras,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",59.2098503112793
GTM,Guatemala,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",46.8427646987635
SLV,El Salvador,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",68.410512155513
ECU,Ecuador,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",95.6203503719702
DOM,Dominican Republic,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",80.1246063749448
CUB,Cuba,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",104.243159338676
CRI,Costa Rica,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",138.920425415039
COL,Colombia,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",103.587738037109
CHL,Chile,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",105.129852294922
BRA,Brazil,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",108.78392791748
BOL,Bolivia,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",90.3370506966397
ARG,Argentina,2022,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",117.566009521484
VEN,"Venezuela, RB",2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",101.692710876465
URY,Uruguay,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",125.241045093642
PER,Peru,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",113.164916992188
PRY,Paraguay,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",81.5245895544797
NIC,Nicaragua,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",70.6665573120117
MEX,Mexico,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",108.700912475586
HND,Honduras,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",59.4406700134277
GTM,Guatemala,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",48.2479657338074
SLV,El Salvador,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",68.5344206950006
ECU,Ecuador,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",94.1827583420861
DOM,Dominican Republic,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",79.048372719494
CUB,Cuba,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",96.3481332918381
CRI,Costa Rica,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",130.602096557617
COL,Colombia,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
CHL,Chile,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",104.630210876465
BRA,Brazil,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
BOL,Bolivia,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",91.2883197233107
ARG,Argentina,2023,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",107.980730920017
VEN,"Venezuela, RB",2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",102.248580932617
URY,Uruguay,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
PER,Peru,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
PRY,Paraguay,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",80.8023312507795
NIC,Nicaragua,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
MEX,Mexico,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
HND,Honduras,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",56.205606327767
GTM,Guatemala,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",50.4821609334209
SLV,El Salvador,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",61.1295384065253
ECU,Ecuador,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
DOM,Dominican Republic,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",80.5245385688015
CUB,Cuba,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",92.6143549896492
CRI,Costa Rica,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
COL,Colombia,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
CHL,Chile,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
BRA,Brazil,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
BOL,Bolivia,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
ARG,Argentina,2024,SE.SEC.ENRR.FE,"School enrollment, secondary, female (gross %)",
URY,Uruguay,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
PAN,Panama,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",55.0252578404546
NIC,Nicaragua,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
MEX,Mexico,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",47.0619583129883
GTM,Guatemala,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
SLV,El Salvador,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",34.2040467088943
ECU,Ecuador,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",63.1782056627662
DOM,Dominican Republic,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",76.2728150161835
CUB,Cuba,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",60.7042576862627
COL,Colombia,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",59.8424797058105
CHL,Chile,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",96.7710113525391
BRA,Brazil,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",64.5541915893555
ARG,Argentina,2020,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",127.155375687645
URY,Uruguay,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",97.0422258077211
PAN,Panama,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",65.1054740149614
NIC,Nicaragua,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
MEX,Mexico,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",48.4712982177734
GTM,Guatemala,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
SLV,El Salvador,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",34.2361494828786
ECU,Ecuador,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
DOM,Dominican Republic,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",74.7958503277652
CUB,Cuba,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",67.713085518598
COL,Colombia,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",63.1630516052246
CHL,Chile,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",105.963073730469
BRA,Brazil,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",67.8096771240234
ARG,Argentina,2021,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",140.306539721812
URY,Uruguay,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",97.5693863735914
PAN,Panama,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",71.8576144417
NIC,Nicaragua,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
MEX,Mexico,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",50.2553291320801
GTM,Guatemala,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
SLV,El Salvador,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",36.1763990111818
ECU,Ecuador,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",66.8177839394047
DOM,Dominican Republic,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",72.9061849410132
CUB,Cuba,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
COL,Colombia,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",64.3223495483398
CHL,Chile,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",108.697647094727
BRA,Brazil,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",71.9278106689453
ARG,Argentina,2022,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",140.067861599573
URY,Uruguay,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",101.562689083766
PAN,Panama,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",66.3187931744362
NIC,Nicaragua,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",35.6554985046387
MEX,Mexico,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",51.6074905395508
GTM,Guatemala,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",30.5259191296939
SLV,El Salvador,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",37.275497697837
ECU,Ecuador,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",76.0744634319622
DOM,Dominican Republic,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",77.1815521515176
CUB,Cuba,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",65.2492928138711
COL,Colombia,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
CHL,Chile,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",114.003547668457
BRA,Brazil,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
ARG,Argentina,2023,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",140.19173357234
URY,Uruguay,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
PAN,Panama,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
NIC,Nicaragua,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
MEX,Mexico,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
GTM,Guatemala,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
SLV,El Salvador,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",37.8992432402669
ECU,Ecuador,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
DOM,Dominican Republic,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",76.5868490240802
CUB,Cuba,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",57.6435522445056
COL,Colombia,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
CHL,Chile,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
BRA,Brazil,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
ARG,Argentina,2024,SE.TER.ENRR.FE,"School enrollment, tertiary, female (gross %)",
VEN,"Venezuela, RB",2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.116
URY,Uruguay,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.497
PER,Peru,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.056
PRY,Paraguay,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.497
PAN,Panama,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.184
NIC,Nicaragua,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.299
MEX,Mexico,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.99
HND,Honduras,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.577
GTM,Guatemala,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.47
SLV,El Salvador,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.819
ECU,Ecuador,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.967
DOM,Dominican Republic,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.329
CUB,Cuba,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.489
CRI,Costa Rica,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.448
COL,Colombia,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.694
CHL,Chile,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.307
BRA,Brazil,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.653
BOL,Bolivia,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.651
ARG,Argentina,2020,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.601
VEN,"Venezuela, RB",2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.105
URY,Uruguay,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.446
PER,Peru,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.029
PRY,Paraguay,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.469
PAN,Panama,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.152
NIC,Nicaragua,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.265
MEX,Mexico,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.97
HND,Honduras,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.548
GTM,Guatemala,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.388
SLV,El Salvador,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.803
ECU,Ecuador,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.909
DOM,Dominican Republic,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.294
CUB,Cuba,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.427
CRI,Costa Rica,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.353
COL,Colombia,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.68
CHL,Chile,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.176
BRA,Brazil,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.638
BOL,Bolivia,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.618
ARG,Argentina,2021,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.585
VEN,"Venezuela, RB",2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.088
URY,Uruguay,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.425
PER,Peru,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.004
PRY,Paraguay,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.444
PAN,Panama,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.139
NIC,Nicaragua,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.24
MEX,Mexico,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.94
HND,Honduras,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.522
GTM,Guatemala,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.343
SLV,El Salvador,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.785
ECU,Ecuador,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.861
DOM,Dominican Republic,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.267
CUB,Cuba,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.412
CRI,Costa Rica,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.335
COL,Colombia,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.663
CHL,Chile,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.255
BRA,Brazil,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.629
BOL,Bolivia,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.584
ARG,Argentina,2022,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.482
VEN,"Venezuela, RB",2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.079
URY,Uruguay,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.409
PER,Peru,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.98
PRY,Paraguay,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.422
PAN,Panama,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.119
NIC,Nicaragua,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.218
MEX,Mexico,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.91
HND,Honduras,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.5
GTM,Guatemala,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.311
SLV,El Salvador,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.775
ECU,Ecuador,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.823
DOM,Dominican Republic,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.243
CUB,Cuba,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.439
CRI,Costa Rica,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.33
COL,Colombia,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.645
CHL,Chile,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.167
BRA,Brazil,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.619
BOL,Bolivia,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",2.547
ARG,Argentina,2023,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",1.5
VEN,"Venezuela, RB",2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",207.0
URY,Uruguay,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",20.0
PER,Peru,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",75.0
PRY,Paraguay,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",69.0
PAN,Panama,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",74.0
NIC,Nicaragua,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",87.0
MEX,Mexico,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",61.0
HND,Honduras,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",57.0
GTM,Guatemala,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",102.0
SLV,El Salvador,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",48.0
ECU,Ecuador,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",91.0
DOM,Dominican Republic,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",121.0
CUB,Cuba,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",40.0
CRI,Costa Rica,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",34.0
COL,Colombia,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",94.0
CHL,Chile,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",12.0
BRA,Brazil,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",85.0
BOL,Bolivia,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",218.0
ARG,Argentina,2020,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",40.0
VEN,"Venezuela, RB",2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",251.0
URY,Uruguay,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",49.0
PER,Peru,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",141.0
PRY,Paraguay,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",140.0
PAN,Panama,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",59.0
NIC,Nicaragua,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",124.0
MEX,Mexico,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",104.0
HND,Honduras,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",88.0
GTM,Guatemala,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",125.0
SLV,El Salvador,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",58.0
ECU,Ecuador,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",93.0
DOM,Dominican Republic,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",153.0
CUB,Cuba,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",172.0
CRI,Costa Rica,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",44.0
COL,Colombia,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",147.0
CHL,Chile,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",14.0
BRA,Brazil,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",128.0
BOL,Bolivia,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",270.0
ARG,Argentina,2021,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",76.0
VEN,"Venezuela, RB",2022,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",219.0
URY,Uruguay,2022,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",20.0
PER,Peru,2022,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",81.0
PRY,Paraguay,2022,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",78.0
PAN,Panama,2022,SH.STA.MMRT,"Maternal mortality ratio (per 100,000 live births)",40.0
